transaction_id,customer_id,customer_name,region,product,invoice_date,shipment_date,recognition_date,quantity,sales_amount,cost_amount,return_amount,customer_tenure_days
INV010097,C0264,Customer 0264,Export,Industrial sensor,2025-03-08,2025-03-10,2025-03-10,6,53835.72,35531.57,0,15
INV010098,C0272,Customer 0272,Central China,Control module,2025-02-18,2025-02-18,2025-02-18,5,78980.41,55286.28,0,838
INV010099,C0229,Customer 0229,South China,Inspection camera,2025-11-09,2025-11-09,2025-11-09,12,480315.51,307401.93,0,1118
INV010100,C0177,Customer 0177,Export,Industrial sensor,2025-04-29,2025-04-30,2025-04-30,12,101096.25,66723.53,0,402
INV010101,C0005,Customer 0005,Export,Control module,2025-03-22,2025-03-22,2025-03-22,2,31663.38,22164.36,0,759
INV010102,C0158,Customer 0158,South China,Industrial sensor,2025-08-04,2025-08-04,2025-08-04,5,42440.57,28010.78,0,2899
INV010103,C0179,Customer 0179,Export,Robot arm,2025-05-26,2025-05-27,2025-05-28,6,1196633.61,909441.54,0,2486
INV010104,C0232,Customer 0232,North China,Servo drive,2025-09-10,2025-09-10,2025-09-11,6,168734.17,121488.6,0,3131
INV010105,C0120,Customer 0120,North China,Industrial sensor,2025-03-27,2025-03-29,2025-03-30,7,58031.02,38300.47,0,646
INV010106,C0289,Customer 0289,Export,Servo drive,2025-04-25,2025-04-27,2025-04-28,7,205145.1,147704.47,0,2272
INV010107,C0016,Customer 0016,Central China,Servo drive,2025-04-10,2025-04-10,2025-04-10,10,267609.04,192678.51,0,1843
INV010108,C0334,Customer 0334,West China,Inspection camera,2025-04-28,2025-04-28,2025-04-28,7,275164.82,176105.49,0,1168
INV010109,C0262,Customer 0262,South China,Robot arm,2025-03-18,2025-03-19,2025-03-19,5,941890.41,715836.71,0,1753
INV010110,C0305,Customer 0305,Export,Inspection camera,2025-04-02,2025-04-04,2025-04-05,3,122416.91,78346.82,0,2093
INV010111,C0049,Customer 0049,North China,Industrial sensor,2025-04-21,2025-04-21,2025-04-21,8,70839.23,46753.89,0,991
INV010112,C0104,Customer 0104,West China,Servo drive,2025-06-22,2025-06-22,2025-06-22,12,339470.96,244419.09,0,818
INV010113,C0022,Customer 0022,West China,Industrial sensor,2025-05-04,2025-05-05,2025-05-05,12,103028.55,67998.84,74472.17,1303
INV010114,C0189,Customer 0189,South China,Control module,2025-09-21,2025-09-23,2025-09-23,4,66353.07,46447.15,0,3065
INV010115,C0172,Customer 0172,Export,Control module,2025-06-19,2025-06-19,2025-06-20,4,58896.86,41227.8,0,2526
INV010116,C0289,Customer 0289,Export,Control module,2025-08-14,2025-08-15,2025-08-15,2,29537.71,20676.39,0,2383
INV010117,C0147,Customer 0147,South China,Industrial sensor,2025-10-29,2025-10-28,2025-10-28,4,33279.45,21964.44,0,2179
INV010118,C0222,Customer 0222,East China,Production cell,2025-02-12,2025-02-14,2025-02-15,7,4706663.76,3718264.37,0,665
INV010119,C0336,Customer 0336,South China,Industrial sensor,2025-05-15,2025-05-17,2025-05-17,5,42401.03,27984.68,0,1752
INV010120,C0317,Customer 0317,South China,Inspection camera,2025-10-11,2025-10-11,2025-10-12,11,430413.65,275464.73,0,965
INV010121,C0286,Customer 0286,South China,Robot arm,2025-05-05,2025-05-05,2025-05-05,10,1817199.3,1381071.47,0,1820
INV010122,C0123,Customer 0123,Central China,Control module,2025-07-22,2025-07-21,2025-07-22,5,73359.57,51351.7,0,2969
INV010123,C0293,Customer 0293,South China,Servo drive,2025-07-28,2025-07-28,2025-07-28,11,325747.3,234538.06,0,1899
INV010124,C0335,Customer 0335,East China,Robot arm,2025-04-07,2025-04-07,2025-04-07,5,864296.61,656865.43,0,803
INV010125,C0196,Customer 0196,South China,Production cell,2025-09-14,2025-09-15,2025-09-16,11,6962046.76,5500016.94,0,2162
INV010126,C0234,Customer 0234,West China,Inspection camera,2025-07-28,2025-07-27,2025-07-27,10,427827.88,273809.84,0,1762
INV010127,C0009,Customer 0009,Central China,Industrial sensor,2025-10-08,2025-10-07,2025-10-07,12,107674.35,71065.07,0,2801
INV010128,C0342,Customer 0342,South China,Production cell,2025-05-30,2025-05-30,2025-05-31,9,6313045.53,4987305.97,0,134
INV010129,C0029,Customer 0029,West China,Servo drive,2025-04-16,2025-04-18,2025-04-18,1,27299.8,19655.86,0,89
INV010130,C0198,Customer 0198,East China,Control module,2025-09-13,2025-09-13,2025-09-13,1,15459.38,10821.57,0,201
INV010131,C0350,Customer 0350,West China,Production cell,2025-07-30,2025-08-01,2025-08-01,3,1911878.62,1510384.11,0,1182
INV010132,C0194,Customer 0194,South China,Inspection camera,2025-04-26,2025-04-28,2025-04-28,12,529294.11,338748.23,0,1798
INV010133,C0126,Customer 0126,North China,Production cell,2025-03-20,2025-03-22,2025-03-22,6,4171216.48,3295261.02,0,189
INV010134,C0244,Customer 0244,North China,Servo drive,2025-06-25,2025-06-25,2025-06-25,11,285111.31,205280.14,0,2459
INV010135,C0278,Customer 0278,West China,Inspection camera,2025-09-27,2025-09-27,2025-09-27,1,38871.22,24877.58,0,2632
INV010136,C0299,Customer 0299,North China,Control module,2025-02-09,2025-02-09,2025-02-09,7,112811.09,78967.76,0,2574
INV010137,C0260,Customer 0260,North China,Robot arm,2025-09-11,2025-09-11,2025-09-12,5,945391.8,718497.77,0,2361
INV010138,C0052,Customer 0052,East China,Robot arm,2025-02-13,2025-02-12,2025-02-12,10,1788787.96,1359478.85,0,2588
INV010139,C0274,Customer 0274,South China,Inspection camera,2025-07-25,2025-07-24,2025-07-25,8,356918.36,228427.75,0,1228
INV010140,C0006,Customer 0006,West China,Inspection camera,2025-04-09,2025-04-09,2025-04-09,11,474148.76,303455.21,0,-56
INV010141,C0052,Customer 0052,East China,Control module,2025-08-13,2025-08-15,2025-08-15,10,161694.47,113186.13,0,2769
INV010142,C0223,Customer 0223,West China,Servo drive,2025-03-17,2025-03-18,2025-03-18,8,223440.84,160877.4,0,1795
INV010143,C0242,Customer 0242,Export,Production cell,2025-06-05,2025-06-06,2025-06-07,2,1427094.26,1127404.46,896939.54,801
INV010144,C0209,Customer 0209,West China,Robot arm,2025-12-22,2025-12-21,2025-12-21,5,938122.72,712973.26,0,1204
INV010145,C0307,Customer 0307,Central China,Control module,2025-03-05,2025-03-07,2025-03-07,9,139015.47,97310.83,0,791
INV010146,C0093,Customer 0093,Central China,Industrial sensor,2025-08-15,2025-08-15,2025-08-15,5,44148.65,29138.11,0,1970
INV010147,C0336,Customer 0336,South China,Control module,2025-06-24,2025-06-24,2025-06-25,7,105779.83,74045.88,0,1792
INV010148,C0141,Customer 0141,North China,Inspection camera,2025-01-07,2025-01-07,2025-01-07,10,423880.34,271283.42,0,2411
INV010149,C0292,Customer 0292,West China,Production cell,2025-01-13,2025-01-15,2025-01-15,2,1355284.68,1070674.9,0,929
INV010150,C0117,Customer 0117,East China,Industrial sensor,2025-06-12,2025-06-12,2025-06-12,3,26890.63,17747.82,0,3021
INV010151,C0031,Customer 0031,East China,Servo drive,2025-12-02,2025-12-02,2025-12-02,5,140729.92,101325.55,0,2320
INV010152,C0312,Customer 0312,East China,Industrial sensor,2025-07-11,2025-07-11,2025-07-11,6,54541.77,35997.57,0,2639
INV010153,C0042,Customer 0042,Central China,Robot arm,2025-09-14,2025-09-16,2025-09-17,10,1931942.25,1468276.11,0,1084
INV010154,C0103,Customer 0103,Export,Control module,2025-02-01,2025-02-02,2025-02-02,6,91447.12,64012.98,0,411
INV010155,C0007,Customer 0007,East China,Inspection camera,2025-12-29,2025-12-28,2025-12-28,3,118141.53,75610.58,0,2302
INV010156,C0178,Customer 0178,East China,Servo drive,2025-07-06,2025-07-07,2025-07-08,3,88892.19,64002.38,0,1025
INV010157,C0124,Customer 0124,South China,Robot arm,2025-04-02,2025-04-01,2025-04-01,6,1060443.54,805937.09,0,524
INV010158,C0294,Customer 0294,West China,Production cell,2025-03-31,2025-03-31,2025-03-31,1,656243.15,518432.09,0,1520
INV010159,C0260,Customer 0260,North China,Inspection camera,2025-11-20,2025-11-20,2025-11-20,6,248877.75,159281.76,0,2431
INV010160,C0024,Customer 0024,Central China,Inspection camera,2025-08-07,2025-08-08,2025-08-09,7,277161.97,177383.66,0,2081
INV010161,C0001,Customer 0001,North China,Industrial sensor,2025-05-09,2025-05-09,2025-05-10,2,17232.12,11373.2,0,2563
INV010162,C0006,Customer 0006,West China,Robot arm,2025-09-25,2025-09-25,2025-09-25,4,714172.96,542771.45,0,113
INV010163,C0070,Customer 0070,Export,Servo drive,2025-05-21,2025-05-21,2025-05-21,10,274224.09,197441.34,0,1641
INV010164,C0066,Customer 0066,Central China,Production cell,2025-06-28,2025-06-27,2025-06-28,3,2047873.72,1617820.24,0,1021
INV010165,C0176,Customer 0176,West China,Robot arm,2025-03-26,2025-03-26,2025-03-27,8,1564023.9,1188658.16,0,1448
INV010166,C0116,Customer 0116,North China,Production cell,2025-08-02,2025-08-02,2025-08-02,3,2036006.24,1608444.93,0,1449
INV010167,C0096,Customer 0096,North China,Production cell,2025-03-17,2025-03-17,2025-03-17,2,1416194.02,1118793.27,0,848
INV010168,C0346,Customer 0346,Central China,Servo drive,2025-12-04,2025-12-04,2025-12-04,9,240139.05,172900.11,0,1979
INV010169,C0268,Customer 0268,Central China,Industrial sensor,2025-08-14,2025-08-14,2025-08-15,6,51535.97,34013.74,0,1816
INV010170,C0024,Customer 0024,Central China,Robot arm,2025-04-19,2025-04-19,2025-04-19,6,1082653.6,822816.73,0,1971
INV010171,C0235,Customer 0235,Central China,Production cell,2025-11-19,2025-11-19,2025-11-19,4,2738794.69,2163647.81,0,1546
INV010172,C0155,Customer 0155,Export,Production cell,2025-08-21,2025-08-21,2025-08-21,12,7621753.19,6021185.02,0,64
INV010173,C0003,Customer 0003,West China,Servo drive,2025-01-30,2025-01-31,2025-01-31,11,283001.56,203761.12,0,2037
INV010174,C0177,Customer 0177,Export,Control module,2025-06-02,2025-06-04,2025-06-04,9,145046.51,101532.56,0,436
INV010175,C0273,Customer 0273,South China,Robot arm,2025-04-08,2025-04-07,2025-04-07,5,892358.44,678192.41,0,524
INV010176,C0345,Customer 0345,South China,Robot arm,2025-12-27,2025-12-27,2025-12-27,6,1162648.81,883613.1,0,1644
INV010177,C0169,Customer 0169,Export,Production cell,2025-02-06,2025-02-07,2025-02-07,9,6204389.44,4901467.66,0,2805
INV010178,C0105,Customer 0105,North China,Inspection camera,2025-09-14,2025-09-16,2025-09-16,12,534638.13,342168.4,0,844
INV010179,C0265,Customer 0265,West China,Control module,2025-01-27,2025-01-27,2025-01-27,3,44857.42,31400.19,0,155
INV010180,C0150,Customer 0150,North China,Inspection camera,2025-01-26,2025-01-25,2025-01-26,4,154810.73,99078.87,0,1867
INV010181,C0244,Customer 0244,North China,Control module,2025-10-24,2025-10-25,2025-10-25,7,116961.71,81873.2,0,2580
INV010182,C0350,Customer 0350,West China,Servo drive,2025-11-06,2025-11-06,2025-11-06,10,293883.61,211596.2,0,1281
INV010183,C0268,Customer 0268,Central China,Production cell,2025-10-02,2025-10-02,2025-10-03,2,1300972.19,1027768.03,0,1865
INV010184,C0078,Customer 0078,North China,Control module,2025-12-27,2025-12-27,2025-12-27,10,156946.32,109862.43,0,729
INV010185,C0339,Customer 0339,East China,Inspection camera,2025-02-28,2025-02-28,2025-02-28,4,171723.6,109903.1,0,2906
INV010186,C0209,Customer 0209,West China,Servo drive,2025-02-27,2025-02-27,2025-02-28,12,316778.1,228080.24,0,906
INV010187,C0129,Customer 0129,Export,Inspection camera,2025-01-03,2025-01-04,2025-01-05,9,389637.29,249367.87,0,-88
INV010188,C0348,Customer 0348,Central China,Control module,2025-09-18,2025-09-18,2025-09-18,12,188520.48,131964.33,0,2428
INV010189,C0081,Customer 0081,Export,Inspection camera,2025-08-05,2025-08-04,2025-08-04,7,314796.67,201469.87,0,2338
INV010190,C0049,Customer 0049,North China,Inspection camera,2025-06-04,2025-06-04,2025-06-04,2,88407.29,56580.67,0,1035
INV010191,C0301,Customer 0301,East China,Industrial sensor,2025-02-03,2025-02-03,2025-02-04,11,88808.07,58613.33,0,1609
INV010192,C0150,Customer 0150,North China,Production cell,2025-02-07,2025-02-06,2025-02-06,12,8548967.74,6753684.52,4494492.45,1879
INV010193,C0022,Customer 0022,West China,Control module,2025-02-06,2025-02-06,2025-02-06,11,186609.37,130626.56,0,1216
INV010194,C0263,Customer 0263,Central China,Inspection camera,2025-05-02,2025-05-03,2025-05-04,3,134721.15,86221.54,0,2822
INV010195,C0225,Customer 0225,West China,Industrial sensor,2025-07-08,2025-07-10,2025-07-10,10,86413.1,57032.64,0,3022
INV010196,C0128,Customer 0128,North China,Inspection camera,2025-09-14,2025-09-14,2025-09-14,3,132577.13,84849.37,0,1983
INV010197,C0282,Customer 0282,Export,Robot arm,2025-12-22,2025-12-24,2025-12-24,5,979877.39,744706.81,0,1019
INV010198,C0224,Customer 0224,Central China,Inspection camera,2025-11-20,2025-11-22,2025-11-23,7,290351.0,185824.64,0,652
INV010199,C0061,Customer 0061,South China,Inspection camera,2025-07-10,2025-07-10,2025-07-10,8,339280.39,217139.45,0,877
INV010200,C0347,Customer 0347,South China,Industrial sensor,2025-12-29,2025-12-30,2025-12-30,8,66879.41,44140.41,0,1282
INV010201,C0185,Customer 0185,South China,Servo drive,2025-11-15,2025-11-14,2025-11-14,9,231306.26,166540.51,0,1649
INV010202,C0051,Customer 0051,Central China,Robot arm,2025-08-21,2025-08-21,2025-08-21,9,1653225.53,1256451.4,0,2555
INV010203,C0114,Customer 0114,South China,Inspection camera,2025-07-02,2025-07-02,2025-07-02,7,276216.65,176778.66,0,1816
INV010204,C0345,Customer 0345,South China,Industrial sensor,2025-09-04,2025-09-05,2025-09-05,8,71368.07,47102.92,0,1530
INV010205,C0173,Customer 0173,West China,Servo drive,2025-08-10,2025-08-10,2025-08-10,11,305092.55,219666.64,0,3068
INV010206,C0099,Customer 0099,West China,Inspection camera,2025-01-21,2025-01-22,2025-01-22,4,175414.8,112265.47,0,1271
INV010207,C0216,Customer 0216,West China,Inspection camera,2025-01-05,2025-01-05,2025-01-05,7,278568.37,178283.76,0,-117
INV010208,C0075,Customer 0075,West China,Production cell,2025-06-03,2025-06-04,2025-06-05,2,1454030.77,1148684.31,0,1164
INV010209,C0005,Customer 0005,Export,Servo drive,2025-05-26,2025-05-26,2025-05-26,5,141871.18,102147.25,0,824
INV010210,C0156,Customer 0156,Export,Production cell,2025-02-04,2025-02-04,2025-02-04,9,6103168.05,4821502.76,0,2726
INV010211,C0340,Customer 0340,West China,Production cell,2025-01-30,2025-01-30,2025-01-30,10,6787710.27,5362291.11,0,-131
INV010212,C0130,Customer 0130,North China,Control module,2025-05-26,2025-05-25,2025-05-26,7,115801.69,81061.18,0,2971
INV010213,C0273,Customer 0273,South China,Inspection camera,2025-09-02,2025-09-02,2025-09-03,4,175662.3,112423.87,0,671
INV010214,C0293,Customer 0293,South China,Robot arm,2025-06-19,2025-06-21,2025-06-22,2,396454.87,301305.7,0,1860
INV010215,C0173,Customer 0173,West China,Industrial sensor,2025-04-12,2025-04-13,2025-04-13,3,23782.76,15696.62,0,2948
INV010216,C0053,Customer 0053,West China,Production cell,2025-12-21,2025-12-21,2025-12-21,11,7483197.64,5911726.13,6878798.37,898
INV010217,C0187,Customer 0187,North China,Robot arm,2025-01-12,2025-01-14,2025-01-14,5,965338.1,733656.96,0,1202
INV010218,C0117,Customer 0117,East China,Industrial sensor,2025-05-08,2025-05-09,2025-05-10,5,41294.4,27254.3,0,2986
INV010219,C0161,Customer 0161,North China,Production cell,2025-08-08,2025-08-08,2025-08-08,9,6395754.01,5052645.67,0,841
INV010220,C0066,Customer 0066,Central China,Inspection camera,2025-07-01,2025-06-30,2025-06-30,9,397202.24,254209.43,0,1024
INV010221,C0062,Customer 0062,South China,Robot arm,2025-07-19,2025-07-19,2025-07-19,3,525927.79,399705.12,0,713
INV010222,C0131,Customer 0131,Export,Production cell,2025-07-20,2025-07-21,2025-07-21,2,1323846.23,1045838.53,0,1936
INV010223,C0032,Customer 0032,Central China,Control module,2025-02-26,2025-02-27,2025-02-27,1,16542.24,11579.57,0,217
INV010224,C0265,Customer 0265,West China,Inspection camera,2025-09-04,2025-09-04,2025-09-05,8,319546.11,204509.51,0,375
INV010225,C0110,Customer 0110,North China,Production cell,2025-04-09,2025-04-08,2025-04-09,3,2132809.47,1684919.48,0,-89
INV010226,C0158,Customer 0158,South China,Production cell,2025-10-12,2025-10-13,2025-10-13,10,6397565.49,5054076.73,0,2968
INV010227,C0029,Customer 0029,West China,Production cell,2025-11-14,2025-11-14,2025-11-14,6,4393163.11,3470598.85,0,301
INV010228,C0085,Customer 0085,Export,Control module,2025-02-24,2025-02-24,2025-02-24,11,176197.19,123338.04,0,2448
INV010229,C0019,Customer 0019,Central China,Inspection camera,2025-02-09,2025-02-09,2025-02-09,12,536258.43,343205.4,0,1472
INV010230,C0316,Customer 0316,Central China,Industrial sensor,2025-08-19,2025-08-20,2025-08-20,6,51778.08,34173.53,0,2377
INV010231,C0104,Customer 0104,West China,Control module,2025-10-23,2025-10-25,2025-10-25,4,59307.03,41514.92,0,941
INV010232,C0191,Customer 0191,East China,Robot arm,2025-07-10,2025-07-12,2025-07-12,8,1464570.21,1113073.36,0,2996
INV010233,C0155,Customer 0155,Export,Inspection camera,2025-01-12,2025-01-11,2025-01-11,12,504318.08,322763.57,0,-157
INV010234,C0007,Customer 0007,East China,Servo drive,2025-01-28,2025-01-28,2025-01-28,10,287709.36,207150.74,238713.44,1967
INV010235,C0008,Customer 0008,East China,Robot arm,2025-06-02,2025-06-02,2025-06-02,10,1717935.98,1305631.34,0,2744
INV010236,C0188,Customer 0188,Export,Inspection camera,2025-07-14,2025-07-14,2025-07-15,12,511117.7,327115.33,0,2417
INV010237,C0309,Customer 0309,Export,Inspection camera,2025-09-14,2025-09-14,2025-09-14,5,195750.2,125280.13,0,1914
INV010238,C0033,Customer 0033,West China,Industrial sensor,2025-11-02,2025-11-02,2025-11-02,7,55723.88,36777.76,0,2199
INV010239,C0174,Customer 0174,West China,Industrial sensor,2025-11-16,2025-11-16,2025-11-16,4,33587.42,22167.7,0,392
INV010240,C0002,Customer 0002,Export,Robot arm,2025-05-18,2025-05-19,2025-05-20,11,2051156.56,1558878.99,0,963
INV010241,C0083,Customer 0083,Central China,Servo drive,2025-05-15,2025-05-14,2025-05-15,11,299479.38,215625.16,0,2859
INV010242,C0117,Customer 0117,East China,Servo drive,2025-11-14,2025-11-16,2025-11-16,4,116878.19,84152.29,0,3176
INV010243,C0301,Customer 0301,East China,Robot arm,2025-01-12,2025-01-12,2025-01-12,10,1767132.53,1343020.73,0,1587
INV010244,C0248,Customer 0248,West China,Production cell,2025-02-25,2025-02-25,2025-02-25,9,6210433.85,4906242.74,0,62
INV010245,C0307,Customer 0307,Central China,Inspection camera,2025-04-02,2025-04-04,2025-04-04,1,43994.79,28156.67,0,819
INV010246,C0346,Customer 0346,Central China,Robot arm,2025-01-05,2025-01-04,2025-01-05,7,1310457.82,995947.94,0,1646
INV010247,C0262,Customer 0262,South China,Control module,2025-12-28,2025-12-28,2025-12-28,9,139109.96,97376.97,0,2038
INV010248,C0244,Customer 0244,North China,Servo drive,2025-05-01,2025-05-01,2025-05-01,11,285412.11,205496.72,0,2404
INV010249,C0336,Customer 0336,South China,Industrial sensor,2025-05-14,2025-05-14,2025-05-14,7,62043.05,40948.41,0,1751
INV010250,C0044,Customer 0044,North China,Servo drive,2025-05-15,2025-05-15,2025-05-15,6,172728.22,124364.32,0,1868
INV010251,C0283,Customer 0283,South China,Industrial sensor,2025-03-20,2025-03-20,2025-03-21,8,70144.52,46295.38,0,16
INV010252,C0297,Customer 0297,West China,Inspection camera,2025-10-27,2025-10-28,2025-10-29,10,450878.71,288562.37,0,294
INV010253,C0350,Customer 0350,West China,Control module,2025-01-27,2025-01-29,2025-01-29,11,174638.52,122246.96,0,998
INV010254,C0160,Customer 0160,North China,Control module,2025-03-02,2025-03-01,2025-03-02,12,183829.11,128680.38,0,86
INV010255,C0037,Customer 0037,North China,Industrial sensor,2025-12-09,2025-12-08,2025-12-08,6,50240.86,33158.97,0,2059
INV010256,C0332,Customer 0332,West China,Control module,2025-04-04,2025-04-05,2025-04-05,9,149557.59,104690.32,0,1162
INV010257,C0315,Customer 0315,South China,Servo drive,2025-10-09,2025-10-09,2025-10-09,8,226337.83,162963.24,0,2498
INV010258,C0186,Customer 0186,Export,Control module,2025-10-11,2025-10-11,2025-10-12,1,14698.5,10288.95,0,724
INV010259,C0320,Customer 0320,Central China,Servo drive,2025-07-21,2025-07-21,2025-07-22,8,236890.58,170561.22,0,989
INV010260,C0270,Customer 0270,East China,Servo drive,2025-05-06,2025-05-06,2025-05-06,11,307777.69,221599.94,0,2305
INV010261,C0279,Customer 0279,Export,Industrial sensor,2025-11-10,2025-11-10,2025-11-10,2,15891.41,10488.33,0,1746
INV010262,C0068,Customer 0068,East China,Servo drive,2025-04-18,2025-04-18,2025-04-18,7,192706.77,138748.88,100540.66,1489
INV010263,C0222,Customer 0222,East China,Inspection camera,2025-01-16,2025-01-16,2025-01-16,8,337386.03,215927.06,0,638
INV010264,C0149,Customer 0149,Central China,Production cell,2025-03-29,2025-03-28,2025-03-29,11,7319255.97,5782212.21,0,793
INV010265,C0115,Customer 0115,East China,Control module,2025-06-08,2025-06-08,2025-06-08,6,97409.46,68186.62,0,2031
INV010266,C0025,Customer 0025,West China,Servo drive,2025-04-27,2025-04-27,2025-04-27,10,259821.81,187071.7,0,1076
INV010267,C0136,Customer 0136,West China,Industrial sensor,2025-09-28,2025-09-29,2025-09-29,2,15907.17,10498.73,0,2528
INV010268,C0153,Customer 0153,West China,Production cell,2025-02-09,2025-02-10,2025-02-11,5,3649789.21,2883333.48,0,298
INV010269,C0220,Customer 0220,Export,Servo drive,2025-10-17,2025-10-16,2025-10-16,9,246994.32,177835.91,0,979
INV010270,C0210,Customer 0210,Export,Control module,2025-06-27,2025-06-26,2025-06-26,6,95993.72,67195.6,0,1778
INV010271,C0251,Customer 0251,South China,Inspection camera,2025-03-14,2025-03-14,2025-03-14,7,297454.21,190370.69,0,2812
INV010272,C0004,Customer 0004,Central China,Industrial sensor,2025-02-21,2025-02-21,2025-02-22,2,17881.46,11801.76,0,694
INV010273,C0194,Customer 0194,South China,Control module,2025-02-11,2025-02-10,2025-02-10,6,101471.32,71029.93,0,1724
INV010274,C0113,Customer 0113,East China,Production cell,2025-03-08,2025-03-08,2025-03-09,3,1902515.46,1502987.21,0,580
INV010275,C0074,Customer 0074,East China,Industrial sensor,2025-06-23,2025-06-25,2025-06-25,1,8494.73,5606.52,0,1760
INV010276,C0121,Customer 0121,Central China,Robot arm,2025-01-25,2025-01-26,2025-01-26,10,1999280.24,1519452.98,0,-247
INV010277,C0297,Customer 0297,West China,Industrial sensor,2025-05-16,2025-05-18,2025-05-18,10,83356.14,55015.05,0,130
INV010278,C0224,Customer 0224,Central China,Industrial sensor,2025-02-08,2025-02-08,2025-02-09,3,27735.74,18305.59,0,367
INV010279,C0350,Customer 0350,West China,Industrial sensor,2025-12-09,2025-12-09,2025-12-09,7,64104.57,42309.02,0,1314
INV010280,C0079,Customer 0079,South China,Industrial sensor,2025-08-24,2025-08-24,2025-08-24,4,36085.17,23816.22,0,707
INV010281,C0300,Customer 0300,Export,Control module,2025-06-13,2025-06-13,2025-06-13,10,158895.2,111226.64,0,199
INV010282,C0338,Customer 0338,West China,Control module,2025-08-31,2025-09-02,2025-09-02,1,14615.87,10231.11,0,2476
INV010283,C0050,Customer 0050,Export,Inspection camera,2025-11-09,2025-11-10,2025-11-10,12,498118.18,318795.63,0,2437
INV010284,C0052,Customer 0052,East China,Production cell,2025-07-16,2025-07-18,2025-07-18,1,627134.91,495436.58,0,2741
INV010285,C0095,Customer 0095,East China,Production cell,2025-06-18,2025-06-18,2025-06-18,11,6926392.21,5471849.85,0,1269
INV010286,C0249,Customer 0249,South China,Robot arm,2025-03-20,2025-03-20,2025-03-20,2,376849.19,286405.38,0,710
INV010287,C0096,Customer 0096,North China,Production cell,2025-03-11,2025-03-13,2025-03-13,6,4319199.34,3412167.48,0,842
INV010288,C0091,Customer 0091,South China,Control module,2025-07-21,2025-07-21,2025-07-21,10,169824.41,118877.09,0,1714
INV010289,C0175,Customer 0175,East China,Robot arm,2025-10-15,2025-10-15,2025-10-15,5,938067.25,712931.11,0,864
INV010290,C0285,Customer 0285,East China,Inspection camera,2025-08-03,2025-08-03,2025-08-03,12,508434.7,325398.21,0,406
INV010291,C0316,Customer 0316,Central China,Production cell,2025-02-20,2025-02-19,2025-02-19,5,3671322.04,2900344.41,0,2197
INV010292,C0077,Customer 0077,South China,Servo drive,2025-08-27,2025-08-29,2025-08-30,7,189794.83,136652.28,0,1032
INV010293,C0205,Customer 0205,East China,Servo drive,2025-02-11,2025-02-10,2025-02-10,12,318262.71,229149.15,0,2681
INV010294,C0118,Customer 0118,East China,Industrial sensor,2025-06-23,2025-06-25,2025-06-26,7,55833.47,36850.09,0,2132
INV010295,C0199,Customer 0199,West China,Inspection camera,2025-05-16,2025-05-16,2025-05-16,9,359783.31,230261.32,0,1982
INV010296,C0307,Customer 0307,Central China,Inspection camera,2025-09-11,2025-09-10,2025-09-10,3,120654.36,77218.79,0,981
INV010297,C0034,Customer 0034,North China,Robot arm,2025-03-07,2025-03-06,2025-03-06,10,1805479.73,1372164.6,0,244
INV010298,C0279,Customer 0279,Export,Industrial sensor,2025-07-29,2025-07-31,2025-07-31,2,17727.86,11700.39,0,1642
INV010299,C0329,Customer 0329,North China,Inspection camera,2025-02-08,2025-02-10,2025-02-10,4,169714.64,108617.37,0,2558
INV010300,C0030,Customer 0030,South China,Servo drive,2025-08-11,2025-08-11,2025-08-11,10,280042.01,201630.24,0,1219
INV010301,C0258,Customer 0258,East China,Inspection camera,2025-05-21,2025-05-22,2025-05-22,4,157399.83,100735.89,0,2517
INV010302,C0103,Customer 0103,Export,Robot arm,2025-06-09,2025-06-11,2025-06-11,7,1359269.53,1033044.84,0,539
INV010303,C0079,Customer 0079,South China,Production cell,2025-10-09,2025-10-09,2025-10-09,5,3140115.9,2480691.56,0,753
INV010304,C0174,Customer 0174,West China,Industrial sensor,2025-03-06,2025-03-06,2025-03-06,9,74124.66,48922.27,0,137
INV010305,C0099,Customer 0099,West China,Servo drive,2025-09-02,2025-09-03,2025-09-03,10,277634.56,199896.88,0,1495
INV010306,C0268,Customer 0268,Central China,Industrial sensor,2025-02-05,2025-02-04,2025-02-04,1,8338.32,5503.29,0,1626
INV010307,C0161,Customer 0161,North China,Inspection camera,2025-11-04,2025-11-04,2025-11-04,12,469886.49,300727.35,0,929
INV010308,C0300,Customer 0300,Export,Robot arm,2025-01-30,2025-01-30,2025-01-30,6,1067435.53,811251.0,0,65
INV010309,C0204,Customer 0204,North China,Inspection camera,2025-04-23,2025-04-23,2025-04-24,1,41653.94,26658.52,0,637
INV010310,C0270,Customer 0270,East China,Inspection camera,2025-12-23,2025-12-24,2025-12-25,4,177273.95,113455.33,0,2536
INV010311,C0071,Customer 0071,East China,Production cell,2025-04-27,2025-04-27,2025-04-27,5,3553713.5,2807433.66,0,-114
INV010312,C0265,Customer 0265,West China,Industrial sensor,2025-09-21,2025-09-22,2025-09-23,3,27771.58,18329.24,0,392
INV010313,C0254,Customer 0254,North China,Robot arm,2025-05-07,2025-05-08,2025-05-08,2,369853.33,281088.53,0,1641
INV010314,C0030,Customer 0030,South China,Inspection camera,2025-01-23,2025-01-25,2025-01-25,3,133769.47,85612.46,0,1019
INV010315,C0201,Customer 0201,Central China,Control module,2025-10-25,2025-10-25,2025-10-25,5,73157.97,51210.58,0,1276
